HGNC_ID	HGNC_symbol	transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_non	p_css	p_fs	p_lof
HGNC:34453	C15orf61	ENST00000342683.4	C15orf61	15	67813586	67818883	474	2	1.04790211725e-06	3.45737413302e-07	6.80333567342e-07	1.77664847102e-08	4.06465190212e-09	1.88163827113e-07	2.09994963725e-07
HGNC:15570	SPESP1	ENST00000310673.3	SPESP1	15	69222992	69238926	1053	2	1.34938071438e-05	3.93092932035e-06	8.78731173917e-06	7.34115680295e-07	4.14504039338e-08	1.92088739312e-07	9.6765482354e-07
HGNC:15947	UACA	ENST00000322954.6	UACA	15	70949394	71055746	4251	19	4.75795226118e-05	1.32908348572e-05	3.08553562175e-05	2.4782462347e-06	9.55085302487e-07	1.87083862688e-06	5.30417016406e-06
HGNC:25184	SPATA17	ENST00000335894.4	IQCH	15	67547234	67793084	3084	21	4.07989839729e-05	1.12909309208e-05	2.70597554171e-05	1.57488892557e-06	8.73408709411e-07	1.97160420685e-06	4.41990184183e-06
HGNC:9935	RCN2	ENST00000394885.3	RCN2	15	77224182	77241563	954	7	1.05271849686e-05	3.05569973309e-06	6.83201048685e-06	4.12719960752e-07	2.26754787948e-07	7.50025622671e-07	1.38950037137e-06
HGNC:5384	IDH3A	ENST00000299518.2	IDH3A	15	78441745	78461347	1101	11	1.77806680544e-05	5.00067841269e-06	1.17852696e-05	5.57051260968e-07	4.37668780681e-07	1.19722901027e-06	2.19194905192e-06
HGNC:29431	PEAK1	ENST00000560626.2	PEAK1	15	77406497	77474268	5241	4	6.68199319509e-05	1.68324985637e-05	4.66370507337e-05	3.21119448608e-06	1.39188167403e-07	4.29729708288e-07	3.78011236177e-06
HGNC:26921	PARP6	ENST00000569795.1	PARP6	15	72533795	72559818	1893	22	2.62906512022e-05	6.80859675731e-06	1.75911574931e-05	9.65925033072e-07	9.24971918698e-07	2.21421814698e-06	4.10511509875e-06
HGNC:6827	MAN2C1	ENST00000565683.1	MAN2C1	15	75648246	75660924	3174	26	4.97760256714e-05	1.47087963993e-05	3.24945435906e-05	1.51125871224e-06	1.06142696924e-06	2.72881068527e-06	5.30149636675e-06
HGNC:27286	CT62	ENST00000449977.2	CT62	15	71403489	71404621	411	2	4.27502833246e-06	1.17241876393e-06	2.96113451036e-06	1.03131279338e-07	3.83437788268e-08	1.98118519132e-07	3.39593577296e-07
HGNC:6136	ITGA11	ENST00000315757.7	ITGA11	15	68595396	68724405	3567	30	5.43620639448e-05	1.74591924746e-05	3.43672026729e-05	1.33175074898e-06	1.20391804833e-06	2.85627091969e-06	5.391939717e-06
HGNC:6632	LMAN1L	ENST00000309664.5	LMAN1L	15	75105195	75117946	1581	14	2.27536234767e-05	6.73950106137e-06	1.49324191216e-05	4.47473739646e-07	6.34229554062e-07	1.45885174026e-06	2.54055503396e-06
HGNC:34549	SH2D7	ENST00000328828.5	SH2D7	15	78384926	78395857	1356	6	1.54649173533e-05	4.07314274642e-06	1.06226987065e-05	5.90266837025e-07	1.78809063339e-07	6.52507999534e-07	1.4215838999e-06
HGNC:17855	GLCE	ENST00000261858.2	GLCE	15	69548145	69561583	1854	3	2.29627673163e-05	5.96592236393e-06	1.59967911621e-05	9.09900574018e-07	9.01532162812e-08	2.89480192781e-07	1.28953398308e-06
HGNC:9113	PML	ENST00000268058.3	PML	15	74287153	74337349	2649	9	5.28722894944e-05	1.63888826131e-05	3.48695344361e-05	1.26804255281e-06	3.45829892272e-07	9.2791382045e-07	2.54178626553e-06
HGNC:2752	PIAS1	ENST00000249636.6	PIAS1	15	68346664	68480173	1956	14	2.54495935614e-05	7.49358122869e-06	1.65049512039e-05	9.83061155623e-07	4.67999973266e-07	1.329325602e-06	2.78038673089e-06
HGNC:9661	PTPN9	ENST00000306726.2	PTPN9	15	75761109	75871117	1782	13	2.44279885333e-05	6.16423441447e-06	1.68015778268e-05	9.51595850829e-07	5.10580441228e-07	1.36696553285e-06	2.82914182491e-06
HGNC:26114	EDC3	ENST00000315127.4	EDC3	15	74924952	74967465	1527	6	2.21919224432e-05	6.18313502611e-06	1.52075592643e-05	5.72511980267e-07	2.2871617251e-07	6.23823325348e-07	1.42505147813e-06
HGNC:7608	MYO9A	ENST00000356056.5	MYO9A	15	72118920	72338904	7647	41	9.71089409279e-05	2.28425397739e-05	6.7032971547e-05	5.23449116543e-06	1.99893844147e-06	4.1074964226e-06	1.13409260295e-05
HGNC:567	AP3B2	ENST00000261722.3	AP3B2	15	83328311	83378458	3249	26	4.9434407187e-05	1.47797927253e-05	3.23336637843e-05	1.22116521033e-06	1.09978546709e-06	3.0061733222e-06	5.32712399962e-06
HGNC:30386	SCAMP5	ENST00000361900.6	SCAMP5	15	75304180	75311324	708	6	1.26570434258e-05	4.00720761757e-06	8.12290487111e-06	3.02955311895e-07	2.23975625262e-07	6.26854210864e-07	1.15378514802e-06
HGNC:18524	ISL2	ENST00000290759.4	ISL2	15	76629224	76634176	1080	6	2.59730628382e-05	9.38803534904e-06	1.60512365432e-05	3.41557340508e-07	1.92233605452e-07	6.37869713924e-07	1.17166065988e-06
HGNC:33888	ANKRD34C	ENST00000421388.2	ANKRD34C	15	79585626	79587234	1608	1	1.88351350011e-06	5.44023049859e-07	1.281328785e-06	5.81616652387e-08	0.0	1.10411617858e-07	1.68573283096e-07
HGNC:28536	TBC1D21	ENST00000300504.2	TBC1D21	15	74166050	74181442	1011	11	1.50006492873e-05	4.33186954605e-06	9.87582237006e-06	3.62965450763e-07	4.29991920423e-07	1.1319632477e-06	1.92492061888e-06
HGNC:29213	CEMIP	ENST00000394685.3	KIAA1199	15	81166220	81241265	4086	28	6.84596521557e-05	2.09853803409e-05	4.41703253833e-05	2.10968120103e-06	1.19426523051e-06	3.15444034404e-06	6.45838677558e-06
HGNC:969	BBS4	ENST00000268057.4	BBS4	15	72978568	73029928	1560	16	1.85157912663e-05	5.22332524402e-06	1.19266743965e-05	7.3025646928e-07	6.35535156454e-07	1.62068542264e-06	2.98647704838e-06
NA	NA	ENST00000559788.1	RP11-597K23.2	15	82384074	82387869	249	2	2.83307664139e-07	6.97856598408e-08	1.94709995789e-07	1.50242093921e-08	3.78779911824e-09	2.2858891047e-07	2.4740091898e-07
HGNC:30493	WHAMM	ENST00000286760.4	WHAMM	15	83478478	83502288	2430	10	3.26775527455e-05	1.00928148713e-05	2.14465917165e-05	8.94936803295e-07	2.43209354435e-07	1.15826879831e-06	2.29641495604e-06
HGNC:27287	GRAMD2	ENST00000309731.7	GRAMD2	15	72454349	72490112	1065	12	1.32679984839e-05	3.50653497749e-06	8.8090327284e-06	4.69436805764e-07	4.82993972256e-07	1.20630449616e-06	2.15873527418e-06
HGNC:9580	PSTPIP1	ENST00000558012.1	PSTPIP1	15	77287914	77329517	1251	15	1.91651748895e-05	6.11403702709e-06	1.19327449467e-05	5.31949054066e-07	5.86443861569e-07	1.60898089885e-06	2.72737381448e-06
HGNC:14874	NOX5	ENST00000388866.3	NOX5	15	69307074	69349036	2298	16	3.82097296063e-05	1.17895378782e-05	2.49002901845e-05	8.81341544599e-07	6.38559999017e-07	1.53894414952e-06	3.05884569314e-06
HGNC:32205	GOLGA6B	ENST00000421285.3	GOLGA6B	15	72947078	72958683	2082	18	1.58562812234e-05	4.78126114796e-06	1.00809440588e-05	7.32003781413e-07	2.62072235208e-07	1.82177327682e-06	2.81584929344e-06
NA	NA	ENST00000435356.1	AC105020.1	15	75970840	75971218	378	1	4.53923688057e-07	1.20014549322e-07	3.24283919514e-07	9.62521922073e-09	0.0	1.05395107587e-07	1.15020326808e-07
HGNC:16989	MORF4L1	ENST00000331268.5	MORF4L1	15	79165359	79189409	1089	13	1.43186298789e-05	3.84591690887e-06	9.2943470539e-06	6.86606747877e-07	4.91759168203e-07	1.42801453626e-06	2.60638045235e-06
HGNC:19703	ULK3	ENST00000440863.2	ULK3	15	75129568	75135446	1419	16	1.84259644908e-05	5.06769557846e-06	1.22669989421e-05	6.23910610237e-07	4.67359359933e-07	1.66769378092e-06	2.75896375109e-06
HGNC:19248	UBE2Q2	ENST00000267938.4	UBE2Q2	15	76136007	76191799	1128	13	1.47533678583e-05	4.17637642104e-06	9.42979455253e-06	6.25553884822e-07	5.21642999921e-07	1.37370233922e-06	2.52089922396e-06
HGNC:7754	NEO1	ENST00000339362.5	NEO1	15	73345016	73595037	4386	29	6.09806029646e-05	1.6462838367e-05	4.06165987931e-05	2.5769065431e-06	1.32425926132e-06	2.95822868276e-06	6.85939448718e-06
NA	NA	ENST00000560560.1	RP11-351M8.1	15	81188633	81201994	309	3	3.24336061985e-07	7.77532893276e-08	2.34260642664e-07	4.22002983133e-09	8.10210016262e-09	3.37919815036e-07	3.5024194503e-07
HGNC:14245	SNUPN	ENST00000564644.1	SNUPN	15	75890698	75913392	1083	8	1.46213307749e-05	3.81145888849e-06	9.77252137418e-06	6.01022654262e-07	4.36327857933e-07	8.4238351453e-07	1.87973402673e-06
HGNC:223	ADAMTS7	ENST00000388820.4	ADAMTS7	15	79051762	79103562	5061	24	8.68154970211e-05	2.68637064673e-05	5.66535639713e-05	2.26460801931e-06	1.033618563e-06	2.6326809493e-06	5.93090753161e-06
HGNC:6392	KIF23	ENST00000260363.4	KIF23	15	69706804	69740146	2883	23	4.06602847311e-05	9.71417216483e-06	2.72411042639e-05	2.67946768586e-06	1.02554061662e-06	2.22479019582e-06	5.92979849831e-06
HGNC:2596	CYP1A2	ENST00000343932.4	CYP1A2	15	75042079	75047429	1551	6	2.7149200228e-05	7.88390721485e-06	1.83509819792e-05	5.76052131552e-07	3.38258902407e-07	6.24658731539e-07	1.5389697655e-06
HGNC:30650	STRA6	ENST00000563965.1	STRA6	15	74472420	74494860	2121	19	2.91390534724e-05	9.09093773562e-06	1.83140376492e-05	1.06301945588e-06	6.71058631722e-07	1.96327675758e-06	3.69735484518e-06
HGNC:26782	C15orf26	ENST00000286732.4	C15orf26	15	81426670	81440874	906	7	1.26350569243e-05	3.69220833785e-06	8.29905477287e-06	3.80236228868e-07	2.63557584705e-07	7.9080621494e-07	1.43460002851e-06
NA	NA	ENST00000568285.1	RP11-379H8.1	15	83209692	83230980	204	3	2.16970339409e-07	7.00388019388e-08	1.33468576098e-07	5.38560146829e-09	8.07735990406e-09	3.4635164084e-07	3.59814602212e-07
HGNC:24695	FAM219B	ENST00000357635.5	FAM219B	15	75194959	75199141	597	5	1.00513731425e-05	3.08288432087e-06	6.54652513686e-06	1.88705380037e-07	2.33258304705e-07	5.2160876831e-07	9.43572453053e-07
HGNC:2466	CSPG4	ENST00000308508.5	CSPG4	15	75967890	76005096	6969	10	0.000124634945512	3.81036228779e-05	8.31037213323e-05	3.0593016198e-06	3.68299681645e-07	1.05406504837e-06	4.48166634982e-06
HGNC:1120	BTBD1	ENST00000261721.4	BTBD1	15	83686818	83735903	1449	8	2.15949985419e-05	6.46246681742e-06	1.39518031866e-05	8.80510719672e-07	3.00217818236e-07	9.29013058399e-07	2.10974159631e-06
HGNC:22995	TMC3	ENST00000359440.5	TMC3	15	81624759	81666418	3303	22	4.62549009031e-05	1.32265754013e-05	3.02716089668e-05	1.85095802502e-06	9.05758510088e-07	2.49179122531e-06	5.24850776042e-06
HGNC:9021	PKM	ENST00000319622.6	PKM	15	72491990	72511438	1596	10	2.7149500339e-05	7.12869856455e-06	1.86712820994e-05	8.19015432441e-07	5.30504242575e-07	1.00580445897e-06	2.35532413399e-06
HGNC:2444	CSK	ENST00000220003.9	CSK	15	75090638	75094854	1353	12	2.69104658482e-05	8.53309475792e-06	1.68878513734e-05	8.08341057307e-07	6.81178659539e-07	1.25011953376e-06	2.73963925061e-06
HGNC:37228	GOLGA6L10	ENST00000439287.4	GOLGA6L10	15	82635129	82641606	1440	9	2.6933522319e-06	7.70843952612e-07	1.79454404096e-06	8.63672542433e-08	4.15969840842e-08	1.0317966303e-06	1.15976086862e-06
HGNC:13520	MESDC2	ENST00000261758.4	MESDC2	15	81271559	81282132	705	3	1.27199264594e-05	3.97042305578e-06	8.3415732482e-06	3.20156156152e-07	8.77739992843e-08	3.38264000778e-07	7.46194156214e-07
HGNC:7216	MPI	ENST00000352410.4	MPI	15	75182414	75190071	1272	8	1.87077060841e-05	5.4174210148e-06	1.24108544853e-05	5.59264666931e-07	3.20165917072e-07	8.344467964e-07	1.7138773804e-06
HGNC:18445	CALML4	ENST00000467889.1	CALML4	15	68486352	68497714	591	5	9.93356177754e-06	3.00218434962e-06	6.48428841133e-06	2.62314728752e-07	1.84774287826e-07	4.75100872698e-07	9.22189889276e-07
HGNC:28735	ODF3L1	ENST00000332145.2	ODF3L1	15	76016540	76019881	825	4	1.43875730502e-05	3.8999771159e-06	9.69809865982e-06	4.38638099525e-07	3.5085917501e-07	4.21840879862e-07	1.2113381544e-06
HGNC:10397	RPS17	ENST00000330244.6	RPS17L	15	83205551	83209179	408	5	7.17411422668e-07	1.93251830631e-07	4.90851296156e-07	1.68821843745e-08	1.64261115048e-08	5.77171580275e-07	6.10479876155e-07
HGNC:9875	RASGRF1	ENST00000419573.3	RASGRF1	15	79254485	79382840	3822	28	7.09515714065e-05	2.22386120279e-05	4.57974688277e-05	1.6009135135e-06	1.31457703741e-06	3.08061018221e-06	5.99610073311e-06
HGNC:18065	STARD5	ENST00000302824.6	STARD5	15	81605596	81616440	642	6	1.00886949589e-05	2.98855565599e-06	6.27937726183e-06	3.98955232396e-07	4.21806808719e-07	6.79327645838e-07	1.50008968695e-06
HGNC:10372	RPLP1	ENST00000260379.6	RPLP1	15	69745287	69747846	345	4	4.58050554333e-06	1.55349497605e-06	2.84687901043e-06	5.79270695806e-08	1.2220448726e-07	3.87039383683e-07	5.67170940524e-07
HGNC:14059	CELF6	ENST00000287202.5	CELF6	15	72579605	72612215	1446	12	2.12734135702e-05	7.198774306e-06	1.32148293752e-05	5.2049735837e-07	3.39312530623e-07	1.20841165006e-06	2.06822153905e-06
HGNC:2590	CYP11A1	ENST00000268053.6	CYP11A1	15	74630312	74659926	1566	9	2.70404122547e-05	7.51018192015e-06	1.81558708391e-05	1.01470743669e-06	3.59652058716e-07	9.31900087517e-07	2.30625958292e-06
HGNC:3582	FANCA	ENST00000407106.1	FAH	15	80445396	80478551	1260	14	2.19693154737e-05	7.05935680385e-06	1.35825930918e-05	6.09960331339e-07	7.17405246767e-07	1.56275380171e-06	2.89011937981e-06
HGNC:25789	EFTUD1	ENST00000268206.7	EFTUD1	15	82422713	82554119	3363	19	4.08068560782e-05	1.00329838158e-05	2.78501562536e-05	2.14174981404e-06	7.81966194753e-07	2.17472038836e-06	5.09843639715e-06
HGNC:13519	MESDC1	ENST00000267984.2	MESDC1	15	81294612	81295701	1089	1	2.21965320397e-05	8.35563418584e-06	1.35571314225e-05	2.83766431355e-07	0.0	1.12781779453e-07	3.96548210808e-07
HGNC:5001	HMG20A	ENST00000381714.3	HMG20A	15	77750749	77771657	1044	8	1.55968782773e-05	3.40555976877e-06	1.0972222138e-05	9.06640452846e-07	3.1245591771e-07	8.63051309436e-07	2.08214767999e-06
NA	NA	ENST00000562767.1	RP11-315D16.2	15	68486443	68521922	279	3	3.46838063632e-06	9.0865493819e-07	2.32298103119e-06	1.678439773e-07	6.89006896291e-08	2.8508848499e-07	5.2183315192e-07
HGNC:2077	CLN6	ENST00000249806.5	CLN6	15	68500477	68521922	936	7	1.5808874239e-05	4.79957344315e-06	1.04459159376e-05	3.08956506616e-07	2.54428351678e-07	6.65281679004e-07	1.2286665373e-06
HGNC:25250	ADPGK	ENST00000311669.8	ADPGK	15	73044681	73076032	1491	7	1.88954648207e-05	5.73612390965e-06	1.2222864526e-05	6.81849774153e-07	2.54626610929e-07	7.09470338144e-07	1.64594672322e-06
HGNC:27652	CPLX3	ENST00000395018.4	CPLX3	15	75119044	75122695	477	3	7.76949627294e-06	2.42854937212e-06	5.0282912912e-06	2.40769826534e-07	7.18857830869e-08	3.12645911578e-07	6.25301521199e-07
HGNC:29862	NRG4	ENST00000394907.3	NRG4	15	76235978	76303571	348	5	4.91618339018e-06	1.44893565031e-06	3.18920750776e-06	9.88092314366e-08	1.79231000684e-07	5.29039535606e-07	8.07079767728e-07
HGNC:22992	SENP8	ENST00000544411.1	SENP8	15	72431964	72432603	639	1	7.94972835717e-06	2.45009522195e-06	5.25019931099e-06	2.49433824241e-07	0.0	1.00485975965e-07	3.49919800206e-07
HGNC:17752	TSPAN3	ENST00000267970.4	TSPAN3	15	77339176	77363296	762	7	8.87270870383e-06	2.41217622381e-06	5.9873066282e-06	2.31245730601e-07	2.41980121239e-07	7.51135946561e-07	1.2243617984e-06
NA	NA	ENST00000559949.1	RP13-996F3.5	15	82932453	82939097	1611	9	2.13263614285e-06	5.76092242149e-07	1.44146744838e-06	8.20908122579e-08	3.29856400611e-08	1.03551032837e-06	1.15058678069e-06
HGNC:1959	CHRNA5	ENST00000299565.5	CHRNA5	15	78858061	78885595	1407	6	1.83137864643e-05	4.87666375076e-06	1.27621264651e-05	4.77908853281e-07	1.97087395172e-07	6.56554851517e-07	1.33155109997e-06
HGNC:2595	CYP1A1	ENST00000379727.3	CYP1A1	15	75012829	75015438	1539	6	2.36385996613e-05	6.28812342565e-06	1.64986282626e-05	6.2877029317e-07	2.23077679785e-07	6.24402259424e-07	1.47625023238e-06
HGNC:14350	ARID3B	ENST00000346246.5	ARID3B	15	74836277	74888115	1683	8	2.43433277136e-05	6.97039243488e-06	1.63759941349e-05	6.9775312085e-07	2.99188022967e-07	8.30982933581e-07	1.8279240774e-06
HGNC:24497	C15orf39	ENST00000360639.2	C15orf39	15	75498389	75503457	3144	2	4.88094410781e-05	1.44317907559e-05	3.29847303581e-05	1.34789912609e-06	4.5020838117e-08	2.09489182889e-07	1.60240914709e-06
NA	NA	ENST00000543887.1	AC019294.1	15	76030376	76030994	618	1	1.36394562081e-06	4.3096743095e-07	8.88682225094e-07	4.42959647666e-08	0.0	1.05478035018e-07	1.49773999785e-07
HGNC:10741	SEMA7A	ENST00000261918.4	SEMA7A	15	74702964	74726259	2001	14	3.50550754226e-05	1.06050669199e-05	2.29497875394e-05	9.35094388011e-07	5.65126575297e-07	1.4510157001e-06	2.95123666341e-06
HGNC:26763	C15orf27	ENST00000388942.3	C15orf27	15	76426604	76496656	1596	10	2.75647212849e-05	9.27693169396e-06	1.73503245496e-05	5.54239525377e-07	3.83225515963e-07	1.06077073198e-06	1.99823577332e-06
HGNC:25835	THSD4	ENST00000355327.3	THSD4	15	71433866	72069713	3057	17	4.90460957736e-05	1.42547990672e-05	3.24360292157e-05	1.42887258804e-06	9.26394902701e-07	1.69468050708e-06	4.04994799782e-06
HGNC:33753	C15orf59	ENST00000569673.1	C15orf59	15	74032257	74043471	882	2	1.72722387584e-05	5.18259399158e-06	1.15293351545e-05	5.1435338164e-07	4.59562307865e-08	2.05426926293e-07	7.65736538719e-07
HGNC:3481	ETFA	ENST00000557943.1	ETFA	15	76508899	76603729	1002	12	1.22220607612e-05	3.09505970435e-06	8.1047320632e-06	5.59543606745e-07	4.62725386869e-07	1.2746441673e-06	2.29691316091e-06
HGNC:21205	LINGO1	ENST00000355300.6	LINGO1	15	77906385	77924657	1863	2	4.01340713817e-05	1.31992233524e-05	2.61539859142e-05	7.59685824274e-07	2.11762909327e-08	2.16187466624e-07	9.9704958183e-07
HGNC:19353	SIN3A	ENST00000394947.3	SIN3A	15	75664319	75722716	3822	20	5.42840236107e-05	1.38307287133e-05	3.71381869304e-05	2.45864874269e-06	8.56459224284e-07	2.10015293318e-06	5.41526090015e-06
HGNC:24579	CIB2	ENST00000258930.3	CIB2	15	78397652	78423557	564	6	1.00949537514e-05	3.2655472845e-06	6.30141881777e-06	3.14193743768e-07	2.13793905317e-07	6.52644168886e-07	1.18063181797e-06
HGNC:1957	CHRNA3	ENST00000326828.5	CHRNA3	15	78888945	78913136	1518	6	2.39613474479e-05	7.70737287221e-06	1.55269938646e-05	5.3510594503e-07	1.9187476602e-07	6.56788904813e-07	1.38376961586e-06
HGNC:13567	GOLGA6A	ENST00000290438.3	GOLGA6A	15	74363250	74374850	2082	18	1.06276938976e-05	3.23042943113e-06	6.79489776845e-06	3.57290570482e-07	2.4507612756e-07	1.85707274129e-06	2.45943943933e-06
HGNC:11860	TM6SF1	ENST00000322019.9	TM6SF1	15	83776432	83805424	1113	10	1.48432250865e-05	4.17047700312e-06	9.6705433748e-06	6.02365339048e-07	3.9983936949e-07	1.1624274808e-06	2.16463218933e-06
HGNC:6133	ISLR	ENST00000249842.3	ISLR	15	74467199	74468486	1287	1	2.55860531185e-05	8.77934724786e-06	1.64056975663e-05	4.01008304354e-07	0.0	1.03310362799e-07	5.04318667153e-07
HGNC:14560	STOML1	ENST00000316900.5	STOML1	15	74276277	74284564	1197	7	2.03282579002e-05	6.4110224802e-06	1.31467578211e-05	5.23018296754e-07	2.47459302239e-07	7.2134440426e-07	1.49182200325e-06
HGNC:30361	RPP25	ENST00000322177.5	RPP25	15	75248324	75248924	600	1	1.31522603169e-05	4.75471306524e-06	8.16350323168e-06	2.34044019982e-07	0.0	1.04393066869e-07	3.38437086851e-07
HGNC:19137	CD276	ENST00000318443.5	CD276	15	73991980	74005297	1605	9	2.85089929731e-05	9.15196865713e-06	1.85180304009e-05	4.99085553582e-07	3.39908361448e-07	9.2392615082e-07	1.76292006585e-06
HGNC:689	ARIH1	ENST00000379887.4	ARIH1	15	72766980	72875633	1674	14	2.52777251098e-05	7.22893530769e-06	1.61524520185e-05	1.32371338753e-06	5.72624396183e-07	1.41489647822e-06	3.31123426193e-06
HGNC:17513	HOMER2	ENST00000304231.8	HOMER2	15	83518466	83621287	1065	9	1.84319600056e-05	5.48140199378e-06	1.18408253892e-05	7.93727648936e-07	3.16004973647e-07	1.04307320577e-06	2.15280582835e-06
HGNC:2535	CTSH	ENST00000220166.5	CTSH	15	79214471	79237323	1008	12	1.45558399395e-05	4.48787688781e-06	8.99119428431e-06	4.9295151238e-07	5.83817254993e-07	1.31889868588e-06	2.39566745325e-06
HGNC:2338	CRABP1	ENST00000299529.6	CRABP1	15	78632770	78640319	414	4	8.53554807853e-06	2.90416536476e-06	5.30050395313e-06	2.11843748848e-07	1.19035011806e-07	4.36366035066e-07	7.67244795721e-07
HGNC:2071	CLK3	ENST00000395066.3	CLK3	15	74907795	74922224	1917	13	2.82151090701e-05	6.88732042568e-06	1.94877398391e-05	1.33293915069e-06	5.0710965458e-07	1.35112562354e-06	3.19117442881e-06
HGNC:29567	ACSBG1	ENST00000258873.4	ACSBG1	15	78463785	78526843	2175	14	3.90854609364e-05	1.20061209622e-05	2.55350874867e-05	9.68853871362e-07	5.75398616128e-07	1.52426426701e-06	3.0685167545e-06
HGNC:21326	SKOR1	ENST00000341418.5	SKOR1	15	68112041	68126174	2607	15	4.16740459492e-05	1.47438400967e-05	2.53778721222e-05	1.04021965685e-06	5.1211407349e-07	1.41755797347e-06	2.96989170381e-06
HGNC:29286	ISLR2	ENST00000361742.3	ISLR2	15	74425095	74427333	2238	1	6.27429652004e-05	2.29600358415e-05	3.88401685627e-05	9.42760796189e-07	0.0	1.03253271113e-07	1.0460140673e-06
HGNC:29645	PAQR5	ENST00000340965.3	PAQR5	15	69652419	69696161	993	7	1.47007596483e-05	4.2858523752e-06	9.79179271087e-06	3.48310701985e-07	2.74803860269e-07	6.76674682502e-07	1.29978924476e-06
HGNC:13233	ANP32A	ENST00000465139.2	ANP32A	15	69072419	69113090	750	7	1.15491066067e-05	3.7086387652e-06	7.09927696294e-06	5.10929905198e-07	2.30260973362e-07	6.70859335351e-07	1.41205021391e-06
HGNC:32204	GOLGA6D	ENST00000434739.3	GOLGA6D	15	75575216	75586816	2082	18	6.90880834429e-06	2.0034792958e-06	4.48612803412e-06	2.74635042382e-07	1.44565971984e-07	1.88740159025e-06	2.30660260461e-06
HGNC:18024	FSD2	ENST00000334574.8	FSD2	15	83428099	83456142	2250	12	2.67755372349e-05	7.70155808919e-06	1.76045175576e-05	1.06816030555e-06	4.01301282443e-07	1.38911430852e-06	2.85857589651e-06
HGNC:10564	SCAMP2	ENST00000268099.9	SCAMP2	15	75137423	75165596	990	9	1.38444187108e-05	4.10885972081e-06	8.85201850398e-06	5.54959348522e-07	3.2858113744e-07	9.38242730549e-07	1.82178321651e-06
HGNC:37229	GOLGA6L9	ENST00000300515.8	GOLGA6L9	15	82722284	82728611	1299	9	1.72023175881e-06	4.89237107871e-07	1.13572048101e-06	6.25551472864e-08	3.27190226451e-08	1.03289310335e-06	1.12816727328e-06
HGNC:16876	ARNT2	ENST00000303329.4	ARNT2	15	80696857	80886039	2154	19	3.58883547316e-05	1.05609548925e-05	2.35741978431e-05	9.72762630528e-07	7.80439365522e-07	2.13040699124e-06	3.88360898729e-06
HGNC:3649	FEM1B	ENST00000306917.4	FEM1B	15	68570755	68583580	1884	2	2.79748988703e-05	7.61727548589e-06	1.95006266126e-05	8.1202810244e-07	4.49686693322e-08	1.90274980603e-07	1.04727175238e-06
HGNC:31022	FAM103A1	ENST00000304191.3	FAM103A1	15	83657770	83658819	357	2	4.70473899447e-06	1.12321459379e-06	3.16041942096e-06	3.78631900832e-07	4.2473078888e-08	2.32119061405e-07	6.53224041124e-07
NA	NA	ENST00000557886.1	RP13-996F3.4	15	83011414	83018098	1653	9	2.41534412936e-06	6.58319050648e-07	1.62202089882e-06	9.15518039065e-08	4.34523759861e-08	1.03649654967e-06	1.17150072957e-06
HGNC:13081	SCAPER	ENST00000563290.1	SCAPER	15	76640973	77176158	4203	31	4.98523609481e-05	1.16673643816e-05	3.43192830507e-05	2.74325346692e-06	1.12246004901e-06	3.30918365477e-06	7.1748971707e-06
HGNC:2256	CORO2B	ENST00000566799.1	CORO2B	15	68871601	69018313	1443	12	2.67207973348e-05	7.80925734589e-06	1.77211366743e-05	7.32285478753e-07	4.58117835869e-07	1.14851791499e-06	2.33892122961e-06
HGNC:4878	HEXA	ENST00000268097.5	HEXA	15	72636417	72668313	1590	14	2.53233476284e-05	7.02811467541e-06	1.66550973552e-05	9.37858611108e-07	7.02276986763e-07	1.41091177325e-06	3.05104737113e-06
HGNC:26552	CCDC33	ENST00000398814.3	CCDC33	15	74529060	74628394	2268	19	3.42180868648e-05	9.93019670292e-06	2.22119416657e-05	1.30147605711e-06	7.74472439081e-07	1.96605549381e-06	4.04200399e-06
HGNC:25065	REC114	ENST00000331090.6	C15orf60	15	73735526	73852257	801	6	1.05725531527e-05	3.08551877895e-06	6.91083910195e-06	3.86407998731e-07	1.89787273089e-07	6.14407883601e-07	1.19060315542e-06
HGNC:25297	MEX3B	ENST00000329713.4	MEX3B	15	82335500	82338046	1710	2	4.32219677703e-05	1.53871099566e-05	2.7320016148e-05	4.77035815537e-07	3.78058501205e-08	2.28454140909e-07	7.43295806566e-07
HGNC:26984	HIGD2B	ENST00000311755.3	HIGD2B	15	72968394	72968715	321	1	4.36668475006e-06	1.44532105238e-06	2.87139628832e-06	4.99674093554e-08	0.0	1.01229725814e-07	1.5119713517e-07
HGNC:33520	ST20	ENST00000478497.1	ST20	15	80191272	80200015	240	2	2.54722221584e-06	7.67903607464e-07	1.697040056e-06	6.0608603197e-08	2.1669949187e-08	2.22511603031e-07	3.04790155416e-07
HGNC:30164	ZFAND6	ENST00000261749.6	ZFAND6	15	80412686	80429970	627	5	7.46697388741e-06	1.81436794382e-06	5.23234575187e-06	2.42620434983e-07	1.77639756748e-07	5.57828686204e-07	9.78088877935e-07
HGNC:28443	C15orf40	ENST00000451195.3	C15orf40	15	83659384	83680359	504	5	5.82090116024e-06	1.55686166468e-06	4.06084458599e-06	8.58970651652e-08	1.17297844412e-07	5.80388117467e-07	7.83583027045e-07
