transcript	gene	bp	covered_bp	all	syn	mis	non	rdt	css	frameshift
NM_031246	PSG2	1008	1008	-4.84107577548	-5.38720478841	-5.0322816155	-6.23029853464	-7.59171939203	-6.375875841	-6.19485215871
NM_021016	PSG3	1287	1287	-4.73731012194	-5.2958031143	-4.92514329395	-6.05690011558	-7.59170698288	-6.33197097288	-6.08873414392
NM_014266	HCST	282	282	-5.25952467977	-5.75808981514	-5.45181643181	-7.19515048712	-7.6815726795	-6.86006145644	-6.7480635825
NM_024303	ZSCAN5A	1491	1491	-4.64287172341	-5.15413298033	-4.83008042592	-6.09827284061	-7.6484506386	-6.86333018236	-6.02483504737
NM_001080456	ZSCAN5B	1488	1488	-4.681913116	-5.19990175846	-4.86544922231	-6.07782742241	-7.64843422608	NA	-6.02570975961
NM_006233	POLR2I	378	378	-4.99071674031	-5.45403339173	-5.20392178342	-6.69737256968	-7.66481791732	-6.64686203283	-6.62082089098
NM_145045	CCDC151	1788	1788	-4.43556558839	-4.95565786908	-4.61889457354	-6.05732391503	-7.6789061055	-6.18130419325	-5.94594517636
NM_001080405	CEACAM18	1197	1197	-4.75923975084	-5.29551880604	-4.93196821568	-6.20110231993	-7.71233605492	NA	-6.12021854041
NM_001009	RPS5	615	615	-4.90677275281	-5.48669108078	-5.06347010691	-6.53565970163	-7.66755457651	-6.74317993347	-6.40943757504
NM_014257	CLEC4M	1200	1200	-4.75929817334	-5.27560641446	-4.95322452561	-6.17412491124	-7.57617515226	-6.56660783788	-6.11913144477
NM_015302	HAUS5	1902	1902	-4.49102207088	-5.06134910761	-4.67083047534	-5.86403338917	-7.74781523774	-6.05729494059	-5.91910217822
NM_024341	ZNF557	1293	1293	-4.74655400133	-5.26436602843	-4.93452621167	-6.21322353104	-7.7243377953	-6.64598186224	-6.08671416594
NM_001102651	ZNF554	1617	1617	-4.64246048385	-5.15520420405	-4.83212105729	-6.05036401796	-7.72196804535	-6.80790495666	-5.98960267091
NM_152791	ZNF555	1887	1887	-4.61146936251	-5.18912126927	-4.78754584105	-5.81019251507	-7.59725772703	-6.95411575262	-5.92254079066
NM_024762	ZNF552	1224	1224	-4.79731558038	-5.32600616118	-4.97261838122	-6.33722867401	-7.59888653939	-7.04261727291	-6.11053127301
NM_001039654	ZNF550	1146	1146	-4.8010229933	-5.37991003609	-4.96326283711	-6.16184282754	-7.59895822868	-7.34397520828	-6.13912807319
NM_138347	ZNF551	1965	1965	-4.62804355895	-5.24245209578	-4.77697789869	-5.98463580954	-7.88234210784	-7.18541026057	-5.90495013611
NM_144693	ZNF558	1209	1209	-4.79190918022	-5.3171849607	-4.97205933808	-6.37970769489	-7.60184529653	-6.65194919087	-6.11588638996
NM_016368	ISYNA1	1677	1677	-4.40888531263	-4.86141634573	-4.61856594764	-6.17926110684	-7.74388223458	-6.30270471085	-5.97377962821
NM_145814	CACNG6	783	783	-4.98595967893	-5.52360625007	-5.1576070095	-6.61098758646	-7.67623230498	-6.95440096893	-6.30455092876
NM_012068	ATF5	849	849	-4.87970578038	-5.41424321785	-5.05187711077	-6.37279437525	-7.67702991592	-7.70060095146	-6.26940500058
NM_177543	PPAP2C	930	930	-4.78684973311	-5.28670683104	-4.98897261455	-6.15974378165	-7.73902376384	-6.69707044387	-6.22982974227
NM_001184722	GPI	1710	1710	-4.53831506658	-5.06837673016	-4.72303712516	-6.12412133493	-7.70110487481	-6.14506410918	-5.96531658043
NM_198477	CXCL17	360	360	-5.36157370784	-5.9079998109	-5.56117946959	-6.66474943855	-7.69171224005	-6.88629436684	-6.64201019005
NM_001194	HCN2	2670	2670	-4.36888772679	-4.85691835723	-4.554080672	-6.2042855591	NA	-6.494591653	-5.77180142946
NM_016457	PRKD2	2637	2637	-4.26023779811	-4.74664452803	-4.4538851687	-5.9653875708	-7.74441628992	-6.13254961622	-5.77720256103
NM_001004466	OR10H5	948	948	-4.78949307098	-5.28898975861	-4.96437558587	-6.68123102009	-7.74723115464	-7.81289211252	-6.22150435348
NM_021232	PRODH2	1611	1611	-4.57061958331	-5.0970512831	-4.7571949347	-5.9952797656	-7.73818147328	-6.44398362253	-5.9912171504
NM_005481	MED16	2634	2634	-4.27701765496	-4.74114622661	-4.47876724009	-6.01429324669	-7.66591703949	-6.30374155579	-5.77769692019
NM_001728	BSG	1158	1158	-4.60299159788	-5.06359579791	-4.80918372163	-6.39976523495	-7.76797048002	-6.42490447211	-6.13460413143
NM_001749	CAPNS1	807	807	-4.91534007776	-5.46686797693	-5.12032514931	-6.3004861768	-7.74786099558	-6.19329226993	-6.2914391561
NM_024876	ADCK4	1635	1635	-4.52163903801	-5.07791663656	-4.69451809581	-6.04180776186	-7.58133912303	-6.2309126982	-5.98479493382
NM_012254	SLC27A5	2073	2073	-4.44734016538	-4.96934909656	-4.62846467384	-5.99184798442	-7.66741824406	-6.39546842178	-5.88171338873
NM_032152	PRAM1	2013	2013	-4.41018468136	-4.86933909296	-4.60805421715	-6.1503404079	-7.88289077476	NA	-5.89446891593
NM_001099737	WDR83	948	948	-4.68434961226	-5.1802983496	-4.88283402471	-6.21305297486	-7.75582948282	-6.44890006766	-6.22150435348
NM_198458	ZNF497	1497	1497	-4.42913695694	-4.9017394589	-4.62286124158	-6.08570926699	-7.68733704752	-7.7892604917	-6.02309089048
NM_006494	ERF	1647	1647	-4.46845189382	-4.97161877254	-4.65266320239	-6.03369885142	-7.74529276779	-6.86510462635	-5.98161909165
NM_001076678	ZNF493	2325	2325	-4.59839981993	-5.2031274823	-4.75794488351	-5.87643889031	-7.72520734248	-6.85726074595	-5.83188973359
NM_001136019	FCGRT	1098	1098	-4.70007127455	-5.16034492546	-4.9097996756	-6.29455466897	-7.68117699582	-6.69935978125	-6.15771035071
NM_004829	NCR1	915	915	-4.83875864709	-5.38779937822	-5.03331938179	-6.13639384648	-7.77845609058	-6.40598511213	-6.23689159675
NM_133492	ACER1	795	795	-4.87393686844	-5.41634609099	-5.04716880857	-6.49339781022	-7.74329194963	-6.6498477777	-6.29794556216
NM_194460	RNF126	936	936	-4.74193900364	-5.18806967641	-4.95775433132	-6.38942670087	-7.73482849462	-6.73830429134	-6.22703684208
NM_203304	MEX3D	1956	1956	-4.64272101999	-5.10674102395	-4.83504015459	-6.5154769499	-7.71949939653	NA	-5.90694384037
NM_024103	SLC25A23	1407	1407	-4.52087156078	-5.05277707129	-4.69803706656	-6.08748279128	-7.72074630295	-6.39395766409	-6.05001859339
NM_001037	SCN1B	657	657	-4.87865032903	-5.38224053525	-5.07059671016	-6.56311517275	-7.59091820948	-6.55664597392	-6.38074732126
NM_032040	CCDC8	1617	1617	-4.52011176586	-5.05749137934	-4.68749799925	-6.06929448055	-7.72214117256	-7.60506402631	-5.98960267091
NM_015603	CCDC9	1596	1596	-4.54168189061	-5.13336617941	-4.70055311951	-5.98145049222	-7.6022452487	-6.42351923057	-5.99527980381
NM_052848	CCDC97	1032	1032	-4.67181090151	-5.21038974695	-4.8417166892	-6.27460650115	-7.6697522976	-6.74446844746	-6.18463299353
NM_001033930	UBA52	387	387	-5.19414027427	-5.86523584625	-5.32986524975	-6.69780689374	-7.7084900545	-6.87767108775	-6.6106017258
NM_213604	ADAMTSL5	1416	1416	-4.59188046144	-5.10091973296	-4.78256857333	-6.08813852751	-7.77259848542	-6.47467497985	-6.04724943747
NM_002911	UPF1	3357	3357	-4.15830935274	-4.62913211713	-4.36035154595	-5.86290913638	-7.90709067282	-6.01594843173	-5.67236134957
NM_017797	BTBD2	1578	1578	-4.51292099154	-4.97502638516	-4.7179573507	-6.19940233666	-7.7112190386	-6.51116639582	-6.00020569195
NM_006949	STXBP2	1782	1782	-4.5088604272	-4.9991194379	-4.70291418764	-6.36831934708	-7.68094077384	-6.1576494501	-5.94740499112
NM_001523	HAS1	1737	1737	-4.48831699529	-4.96771286244	-4.68207796958	-6.11346331763	-7.76205833007	-6.87736628187	-5.95851287237
NM_138352	SAMD1	1299	1299	-4.94247095058	-5.42147125676	-5.13014792685	-6.72042220752	-7.74444333505	-8.07520338484	-6.08470353975
NM_001001563	TIMM50	1371	1371	-4.51684433638	-5.03025970853	-4.70238563627	-6.10508663781	-7.77582737341	-6.34907940578	-6.06127523603
NM_152604	ZNF383	1428	1428	-4.78473029905	-5.37862371996	-4.95138949277	-6.04847889937	-7.70233703987	-6.86775173727	-6.04358448338
NM_001161616	RGL3	2151	2151	-4.47079863165	-5.03489000832	-4.65062113805	-5.86041650137	-7.7440457987	-6.07478787775	-5.86567228043
NM_152357	ZNF440	1788	1788	-4.66865050796	-5.267377067	-4.82515174331	-6.03067697853	-7.70230791318	-6.87118048305	-5.94594517636
NM_002739	PRKCG	2094	2094	-4.38142837372	-4.89122732629	-4.57146110802	-6.03522613562	-7.83199187453	-6.0258782071	-5.87733601348
NM_139355	MATK	1524	1524	-4.46533397889	-4.96707679453	-4.65924342794	-6.10270985037	-7.7221898772	-6.13149546373	-6.01532772382
NM_001536	PRMT1	1116	1116	-4.62619108998	-5.10480916125	-4.82729067029	-6.41279122685	-7.74445646444	-6.29690502212	-6.15064849622
NM_001242802	ZNF790	1911	1911	-4.64516473316	-5.26382277333	-4.81043881788	-5.80607798698	-7.72534715856	-6.86520909816	-5.91705200377
NM_153358	ZNF791	1731	1731	-4.6576704018	-5.25297898522	-4.82959356055	-5.84067676791	-7.56656376171	-6.86946666242	-5.96001562295
NM_175872	ZNF792	1899	1899	-4.54460567115	-5.07323190744	-4.71709553936	-6.05255392083	-7.71415578797	NA	-5.91978772608
NM_001013659	ZNF793	1221	1221	-4.79291899694	-5.3860596497	-4.95005735952	-6.11721764885	-7.78588774967	NA	-6.11159702688
NM_001080821	ZNF799	1932	1932	-4.63187400047	-5.22290396812	-4.79106789342	-5.93618897958	-7.71291588692	NA	-5.91230556874
NM_001020818	MYADM	969	969	-4.65419117316	-5.11912878327	-4.8512580616	-6.3427901216	-7.87343578481	-7.71822120842	-6.21198891377
NM_018074	CCDC94	972	972	-4.74738752652	-5.23505898029	-4.95228161059	-6.3010762134	-7.74208562055	-6.40849372598	-6.21064642589
NM_144694	ZNF570	1611	1611	-4.75283493913	-5.3415196113	-4.92186706533	-6.00973215885	-7.56567960657	-6.86619970192	-5.9912171504
NM_152360	ZNF573	1824	1824	-4.71945119678	-5.33022861066	-4.86543654366	-6.13188519631	-7.84289249039	-7.71598422181	-5.93728785683
NM_022752	ZNF574	2691	2691	-4.31903628537	-4.91799508129	-4.46241899086	-5.86317864778	-7.68250105841	-7.72402285786	-5.76839899306
NM_024327	ZNF576	513	513	-5.03668501554	-5.61169719962	-5.18482642725	-6.82719633979	-7.74447128442	-7.35597242565	-6.48819532571
NM_032679	ZNF577	1458	1458	-4.75908289863	-5.34072566371	-4.92249038018	-6.12805426602	-7.71972059865	-6.87325943921	-6.03455516684
NM_006847	LILRB4	1347	1347	-4.70273605654	-5.23826764536	-4.88508772704	-6.29527961983	-7.86465948641	-6.30054281626	-6.0689450951
NM_001184902	CARD8	1179	1179	-4.87867123162	-5.40320288552	-5.0577621193	-6.5380944667	-7.68840357146	-6.68540118508	-6.12679888573
NM_153329	ALDH16A1	2409	2409	-4.38378304274	-4.88566038135	-4.57949533269	-5.89866530331	-7.67971611292	-6.15704574011	-5.81647589082
NM_005500	SAE1	1041	1041	-4.88022939189	-5.45017280122	-5.05803462572	-6.27571653556	-7.72520734248	-6.48029414698	-6.18086196131
NM_005499	UBA2	1923	1923	-4.57721741511	-5.13587791287	-4.7535068709	-6.09417467512	-7.78052651245	-6.15683546341	-5.91433340658
NM_003433	ZNF132	2121	2121	-4.6271911107	-5.21448016126	-4.78645149745	-5.97587842845	-7.7430013394	-7.18451898149	-5.8717720223
NM_003969	UBE2M	552	552	-4.98123391034	-5.46059716889	-5.1842468886	-6.73553036847	-7.59923797381	-6.6433700003	-6.45637361309
NM_003435	ZNF134	1284	1284	-4.80536361048	-5.38243314406	-4.97205256912	-6.10738325693	-7.72559057165	-7.35090612794	-6.08974766709
NM_058164	OLFM2	1365	1365	-4.53146127122	-5.02832055186	-4.71468313114	-6.25186144608	-7.7441561837	-6.75207695086	-6.06318003944
NM_012267	HSPBP1	1080	1080	-4.6661335588	-5.173089024	-4.85790970036	-6.14981856011	-7.72235578715	-6.58458933232	-6.16488893533
NM_014501	UBE2S	669	669	-4.80594631171	-5.2642941367	-5.00745743133	-6.63711430445	-7.66815380447	-6.95769211087	-6.37288657305
NM_014441	SIGLEC9	1392	1392	-4.65349897489	-5.16140238375	-4.84134876622	-6.21493328915	-7.59980776449	-6.57312144005	-6.05467345555
NM_199002	ARHGEF1	2784	2784	-4.26957251054	-4.81116382434	-4.44580149314	-5.87702830331	-7.77804531939	-5.94334021535	-5.75364345988
NM_005001	NDUFA7	342	342	-5.19811570785	-5.74680010099	-5.37921134858	-6.67223117071	-7.66130346853	-6.87032686584	-6.66428658476
NM_004542	NDUFA3	255	255	-5.25574486847	-5.72142499423	-5.46554181361	-7.14373692213	-7.71897763023	-6.86655440074	-6.79177251039
NM_001005190	OR7A10	930	930	-4.95465881156	-5.49733201768	-5.11708988097	-6.62441788139	-7.56563210879	-7.76242454653	-6.22982974227
NM_005815	ZNF443	2016	2016	-4.61554716247	-5.21732585508	-4.77357603293	-5.93040930342	-7.71293597194	-6.86517950168	-5.89382216305
NM_033377	CGB1	468	468	-4.97617015191	-5.51373035473	-5.13846591374	-6.91711451864	-7.71358187402	-7.04667766388	-6.52806683775
NM_002579	PALM	1164	1164	-4.64800958602	-5.08903940519	-4.86064306444	-6.46604047961	NA	-6.66078687402	-6.13235971051
NM_001167942	TNFAIP8L1	561	561	-5.20890892375	-5.73889231852	-5.36701270918	-7.20849441249	NA	NA	-6.44934982956
NM_013289	KIR3DL1	1335	1335	-4.68981314023	-5.23580758042	-4.86276760169	-6.28741393704	-7.59951702969	-6.44524249375	-6.07283142512
NM_001375	DNASE2	1083	1083	-4.7633329358	-5.2499339575	-4.96647954586	-6.23744110326	-7.84628290607	-6.64705997111	-6.1636842342
NM_014297	ETHE1	765	765	-4.91345922022	-5.45342007915	-5.08913307962	-6.81564168189	-7.66897534886	-6.43661070848	-6.31465125567
NM_032430	BRSK1	2337	2337	-4.37627240986	-4.90298167252	-4.55717991011	-5.98258694538	NA	-6.10760549064	-5.82965397843
NM_006385	ZNF211	1734	1734	-4.6391728864	-5.18465676971	-4.81180016287	-6.07591406374	-7.7236002902	-6.87531742815	-5.95926359768
NM_001080543	C19orf29	2277	2277	-4.29914156085	-4.81535940342	-4.47325557247	-5.89742139246	-7.65963639011	NA	-5.84094966021
NM_017854	TMEM160	567	567	-5.76021736754	-6.34201780491	-5.91973245547	-7.48168291413	NA	-7.33751131448	-6.44472963193
NM_001004318	PAPL	1317	1317	-4.56666212221	-5.11712130108	-4.74624296591	-5.9859203746	-7.71379974639	-6.30346267787	-6.07872691586
NM_005370	RAB8A	624	624	-4.92556721479	-5.43096362171	-5.12250856527	-6.54621282889	-7.72115591955	-6.49894593917	-6.40312810114
NM_022377	ICAM4	714	714	-4.76076221278	-5.22888157732	-4.9531745554	-6.60190880979	-7.81390838287	-7.39781837122	-6.34461447904
NM_004335	BST2	543	543	-5.02365044202	-5.50355030564	-5.2267614227	-6.5988614383	-7.72130350943	-6.88571553629	-6.46351286123
NM_002068	GNA15	1125	1125	-4.66019134718	-5.1757234468	-4.84267860133	-6.23296856558	-7.65938823061	-6.65091370702	-6.14716016837
NM_000836	GRIN2D	4011	4011	-4.26308781426	-4.73897221673	-4.45877102014	-5.99706229746	NA	-6.26288989968	-5.59506002884
NM_153232	EID2	711	711	-4.83135931535	-5.29491732021	-5.03139850513	-6.48319074581	-7.57606025011	-7.79047990297	-6.34644309009
NM_004843	IL27RA	1911	1911	-4.51095552808	-5.02782707786	-4.70637917153	-5.90863906125	NA	-6.25191775515	-5.91705200377
NM_152654	DAND5	570	570	-5.02911265	-5.60794959907	-5.19544220759	-6.3581010711	-7.60315101474	-7.33913421168	-6.44243783515
NM_003331	TYK2	3564	3564	-4.18022693664	-4.70323945357	-4.36254701479	-5.71645703735	-7.74408746071	-6.04814870143	-5.64637499546
NM_002785	PSG11	1008	1008	-4.87808293358	-5.40535020446	-5.06028703266	-6.23339992685	-7.68984230877	NA	-6.19485215871
NM_003169	SUPT5H	3264	3264	-4.22680809815	-4.770778198	-4.40487943382	-5.78029405008	-7.74776519532	-5.87797045331	-5.68456254074
NM_020415	RETN	327	327	-5.19768534681	-5.67929030942	-5.40241708761	-6.71203694275	-8.10558909785	-7.04726572171	-6.68376493816
NM_001130955	ARHGEF18	3522	3522	-4.28278850937	-4.76886623805	-4.47914576928	-5.93109645212	-7.86477399381	-6.12255150274	-5.65152333919
NM_032607	CREB3L3	1386	1386	-4.59985649461	-5.08303364715	-4.81190742354	-5.99141498931	-7.75331281262	-6.38772175522	-6.05654946054
NM_024710	ISOC2	666	666	-4.95705162736	-5.49768621136	-5.12963623088	-6.58139583956	-7.7470022188	-6.79344267635	-6.37483846165
NM_173632	ZNF776	1557	1557	-4.75346670916	-5.33003260501	-4.92652639017	-5.97464704907	-7.77976375217	-7.3529515445	-6.00602407825
NM_198542	ZNF773	1329	1329	-4.7977017537	-5.38140309943	-4.96051342443	-6.17753738127	-7.54347509465	-6.87650827379	-6.07478770988
NM_001172630	ARHGAP33	3372	3372	-4.28810113011	-4.81326754232	-4.47095759022	-5.78182750198	-7.78871102453	-6.18037376775	-5.67042512487
NM_213568	SLC39A3	318	318	-5.41421761495	-5.8664819622	-5.61334461749	-7.50601680064	NA	-7.58748859573	-6.69588557084
NM_024100	WDR18	1299	1299	-4.62153366477	-5.08218149161	-4.82661534077	-6.37624413441	-7.73460735705	-6.54962561195	-6.08470353975
NM_005317	GZMM	774	774	-4.88362485409	-5.3778230517	-5.07219289329	-6.58121880405	-7.66570782646	-6.8828594268	-6.30957173014
NM_005773	ZNF256	1884	1884	-4.6619202125	-5.24253701129	-4.82345081604	-6.01809871408	-7.70024647427	-7.18529606488	-5.92323179236
NM_001145809	MYH14	6111	6111	-4.018727097	-4.58060562279	-4.1756445736	-5.55933508705	-7.70270854029	NA	-5.4122004071
NM_014686	KIAA0355	3213	3213	-4.3014125837	-4.81699023069	-4.48559171264	-5.82785283313	NA	-6.26828074163	-5.69140196527
NM_019108	SMG9	1563	1563	-4.60992133819	-5.19422041453	-4.77702550547	-6.09641244017	-7.7444223789	-6.20164028165	-6.0043537128
NM_024707	GEMIN7	396	396	-5.10423390025	-5.6890336112	-5.26343554936	-6.48062324544	-7.70138944173	-7.76243664898	-6.60061750489
NM_006969	ZNF28	2157	2157	-4.62164504443	-5.22682374583	-4.76759413051	-6.0591644958	-7.78092935207	NA	-5.86446254572
NM_145807	NTN5	1470	1470	-4.77469220657	-5.33704176241	-4.94356566269	-6.28532928477	-7.69200836835	-6.56633686244	-6.03099535607
NM_144617	HSPB6	483	483	-5.51757382929	-5.92840461535	-5.74277840407	-7.58419713673	NA	-7.62889280294	-6.51436556007
NM_024578	OCEL1	795	795	-4.78957062982	-5.2964473376	-4.97822372409	-6.35557783615	-7.87588496551	-6.67241312044	-6.29794556216
NM_015168	ZC3H4	3912	3912	-4.12327494396	-4.62593930567	-4.31574364566	-5.62466428891	NA	-6.03726887582	-5.6059138447
NM_152361	EID2B	486	486	-4.87891826359	-5.33289214214	-5.07424937285	-6.99366810432	-7.74432571209	-7.67479316194	-6.51167642156
NM_004756	NUMBL	1830	1830	-4.56607389188	-5.08727632137	-4.75155169893	-6.06691515465	-7.71783918904	-6.41498698754	-5.93586160109
NM_000150	FUT6	1080	1080	-4.63315190133	-5.13084500923	-4.82124738159	-6.12991493401	-7.74281427987	-7.65089407461	-6.16488893533
NM_002034	FUT5	1125	1125	-4.6143928145	-5.09560418088	-4.80709696996	-6.191453562	-7.74281671586	-7.6508965106	-6.14716016837
NM_000149	FUT3	1086	1086	-4.64472482248	-5.15783361196	-4.82551834162	-6.14088527415	-7.74281734802	-7.65089714277	-6.16248286557
NM_001204814	ZNF586	1080	1080	-4.87262014173	-5.48654180379	-5.02449899423	-6.19932865219	-7.72404267766	-7.35295247958	-6.16488893533
NM_006630	ZNF234	2103	2103	-4.60877951736	-5.22097547076	-4.76135440398	-5.90038992933	-7.64974508404	NA	-5.87547341813
NM_001098612	SIGLEC14	1191	1191	-4.72649705473	-5.23946837703	-4.91611340169	-6.22599357103	-7.74560963676	-6.57310046193	-6.12240092934
NM_080662	PEX11G	726	726	-5.06030497223	-5.59257382712	-5.24801175949	-6.43360421687	-7.72573592132	-6.95144773747	-6.33737607012
NM_052884	SIGLEC11	2097	2097	-4.4518864813	-4.9431953725	-4.6503334286	-5.96058610218	-7.74966509516	-6.34934845308	-5.87671426036
NM_002096	GTF2F1	1554	1554	-4.47998657707	-4.97355452129	-4.67218814751	-6.16049151594	-7.7207763186	-6.29753305108	-6.00686167636
NM_001145939	PAFAH1B3	696	696	-4.94171807643	-5.49273794263	-5.1182921545	-6.33940966124	-7.8773388232	-6.87300624077	-6.35570345121
NM_006087	TUBB4A	1335	1335	-4.47979030364	-4.94274367315	-4.67614814256	-6.31334094042	-7.71292690869	-6.86840784002	-6.07283142512
NM_001029997	ZNF181	1716	1716	-4.7819691074	-5.39591685436	-4.93321884746	-6.11366659601	-7.60246113039	-7.34486410206	-5.96379540731
NM_013256	ZNF180	2079	2079	-4.6205417768	-5.20324425767	-4.78060772563	-6.0351877187	-7.69273359293	-6.74308213058	-5.88045820149
NM_021143	ZNF20	1599	1599	-4.73037790897	-5.33470280343	-4.88452303082	-6.04256499275	-7.60081858707	NA	-5.99446422707
NM_000713	BLVRB	621	621	-4.87987335178	-5.36206414965	-5.08469229469	-6.37184666444	-7.6893606305	-6.77345040451	-6.40522109064
NM_000121	EPOR	1527	1527	-4.61495022675	-5.08645410167	-4.8157094296	-6.26154844999	-7.72678783482	-6.65421195016	-6.01447365376
NM_152354	ZNF285	1773	1773	-4.66198048593	-5.23415050358	-4.82357805221	-6.08182290259	-7.70133332768	-7.06525152259	-5.94960395522
NM_004234	ZNF235	2217	2217	-4.58620384352	-5.18082734379	-4.74637579037	-5.90412107363	-7.65760060903	-6.87156125535	-5.85254699771
NM_006300	ZNF230	1425	1425	-4.75773765648	-5.34119509499	-4.9167412847	-6.18855927414	-7.84216949654	-6.86943324838	-6.04449782648
NM_007322	RANBP3	1704	1704	-4.47958650445	-4.9470971979	-4.69586817036	-6.00797502804	-7.61456251846	-6.15504309668	-5.96684310039
NM_001199752	CPT1C	2412	2412	-4.32431115197	-4.83118507011	-4.51746466097	-5.83087951913	-7.68118244803	-6.11567449662	-5.81593538735
NM_178525	ACTL9	1251	1251	-4.52332388674	-4.98280514204	-4.72144791137	-6.27758841805	-7.68093795767	-7.59118055015	-6.10105538113
NM_020812	DOCK6	6144	6144	-3.93926594032	-4.45096689277	-4.11417720547	-5.57117928709	-7.78211756695	-7.60660781707	-5.4098614838
NM_001039885	FKRP	1488	1488	-4.61680394789	-5.08541974813	-4.80722588289	-6.48456986934	-7.74766689709	-7.74298883471	-6.02570975961
NM_001008701	LPHN1	4425	4425	-4.03352400067	-4.5274471521	-4.22763056723	-5.61243353659	-7.74438745354	-5.91377183284	-5.55239941579
NM_033142	CGB7	498	498	-4.96469610904	-5.5030460438	-5.1325229457	-6.64563955047	-7.70099068738	-7.04344756483	-6.50108334806
NM_000159	GCDH	1317	1317	-4.55673801467	-5.04254785188	-4.7552904078	-6.18752348903	-7.72255639829	-6.34930298991	-6.07872691586
NM_145245	EVI5L	2385	2385	-4.422712754	-4.92727610536	-4.60839956333	-6.08829975189	NA	-6.29621947115	-5.82082430744
NM_015649	IRF2BP1	1755	1755	-4.39714229865	-4.87299689227	-4.59052164663	-6.01558387656	-7.73220008992	-7.69262334187	-5.95403557002
NM_023002	HAPLN4	1209	1209	-4.57244436464	-5.01907438685	-4.78165172559	-6.29803993842	-7.75002171792	-6.85425712714	-6.11588638996
NM_016440	VRK3	1425	1425	-4.67356299132	-5.2042898975	-4.86479517079	-6.10232640463	-7.7135888467	-6.30478849513	-6.04449782648
NM_024794	EPHX3	1083	1083	-4.79541481256	-5.32878616629	-4.98390853861	-6.18104760157	-7.69226767371	-6.5689207487	-6.1636842342
NM_030924	ACSBG2	2001	2001	-4.55806675729	-5.08872950565	-4.74761462652	-6.02269793697	-7.68049952731	-6.17890436867	-5.89706560218
NM_030657	LIM2	648	648	-4.90994420696	-5.49088526118	-5.06316639239	-6.55578681581	-7.74393519662	-6.87806412927	-6.38673768495
NM_174905	FAM98C	1050	1050	-4.85696401189	-5.4067811611	-5.04068755854	-6.29759502268	-7.83263516626	-6.44741480423	-6.17712339175
NM_000774	CYP2F1	1476	1476	-4.52240644576	-5.02527699559	-4.70619627315	-6.25986384976	-7.84650588926	-6.43874395893	-6.02922633333
NM_181756	ZNF233	2013	2013	-4.66498300916	-5.24480605057	-4.82775004713	-6.04349334461	-7.54441990994	-6.86710826737	-5.89446891593
NM_014717	ZNF536	3903	3903	-4.12152535709	-4.5916156249	-4.3143871369	-5.87279013019	-7.6620101411	-6.86784351606	-5.60691413954
NM_001030047	KLK3	717	717	-4.91164540944	-5.41755368772	-5.10425595365	-6.43717316856	-7.69229104221	-6.74180554411	-6.34279353515
NM_020126	SPHK2	1965	1965	-4.37614648609	-4.8699337231	-4.56228421753	-6.03120695248	-7.76240537837	-6.65553978801	-5.90495013611
NM_001012728	DPRX	576	576	-5.07443534658	-5.63036247368	-5.26692424279	-6.2543670968	-7.54218346503	-7.05194070656	-6.4378902074
NM_000453	SLC5A5	1932	1932	-4.43588412244	-4.92134072937	-4.63186592235	-6.14571431659	NA	-6.21381818933	-5.91230556874
NM_002517	NPAS1	1773	1773	-4.51562797704	-4.97750170818	-4.71570706023	-6.42126058803	NA	-6.45544381958	-5.94960395522
NM_001001520	HDGFRP2	2016	2016	-4.61598204859	-5.08713900663	-4.8302735861	-6.17792398667	NA	-6.2338592219	-5.89382216305
NM_014475	DHDH	1005	1005	-4.6794100515	-5.1779301879	-4.86798340334	-6.32991276068	-7.66840813764	-6.61768621378	-6.19614662906
NM_000528	MAN2B1	3036	3036	-4.23704091068	-4.74688693214	-4.42746449478	-5.80129506151	-7.72753218107	-5.97603925851	-5.7160109236
NM_005860	FSTL3	792	792	-4.97988231014	-5.44577122321	-5.18459807967	-6.6074185702	NA	-6.97067636895	-6.29958750923
NM_019884	GSK3A	1452	1452	-4.74535928134	-5.28327127092	-4.9339853197	-6.13015989268	NA	-6.41742545932	-6.03634607446
NM_005934	MLLT1	1680	1680	-4.48799244464	-4.96807325793	-4.68196670069	-6.33108777048	-7.55309332353	-6.34356790642	-5.97300340909
NM_024050	DDA1	309	309	-5.27169011398	-5.80965446966	-5.47224231146	-6.57029158357	NA	-6.79738817407	-6.7083542114
NM_001085488	TMEM150B	702	702	-4.85335307891	-5.32893608204	-5.05728369078	-6.49646846831	-7.72060981048	-6.64628733824	-6.35197557869
NM_001103167	ZGLP1	816	816	-4.92065286748	-5.44209811981	-5.09137581273	-6.55969457031	-7.88307277982	NA	-6.28662253207
NM_203282	ZNF254	1980	1980	-4.66998886971	-5.28526151525	-4.82620707693	-5.95431024439	-7.5981418901	-6.85918048564	-5.90164750056
NM_033468	ZNF257	1692	1692	-4.72065007544	-5.34846989161	-4.86997360434	-5.98580735638	-7.70252509334	NA	-5.96991233212
NM_172341	PSENEN	306	306	-5.37098244089	-6.0387640177	-5.53814415227	-6.47276380055	-7.68157394225	-7.05723785851	-6.71259126434
NM_000041	APOE	954	954	-4.89246019639	-5.38536057422	-5.08407399286	-6.46319423046	-7.76166928766	-7.04246305198	-6.21876431612
NM_032108	SEMA6B	2667	2667	-4.35155546698	-4.83148542769	-4.55444539797	-5.95598863258	NA	-6.11655721636	-5.77228967513
